"idviv","idhogar","idindivsp","isla","isla3","c_nuts4","urb_rur","tper","tama_hogar","num_adultos","tipo_hogar","ing_hog","edif","nhabit","superf","problem_luz","problem_got","problem_humed","problem_suc","problem_olor","problem_ruina","problem_def","tenencia","gasto_tenencia","tv","tva","tvb","tvc","tvd","tve","tlf_fijo","ordenador","ordenador_no","nordenador_a","nordenador_b","nordenador_c","internet","internet_noa","internet_nob","internet_noc","internet_nod","internet_noe","internet_nof","econo_sub1","econo_sub2","econo_sub3a","econo_sub3b","econo_sub3c","econo_sub3d","econo_sub3e","econo_sub3f","econo_sub3g","econo_sub3h","econo_sub3i","econo_sub3j","econo1a","econo1b","econo1c","econo1d","econo2a","econo2b","econo2c","econo2d","econo3","econo3a","econo4","econo4a","sexosp","edadsp","ecivilsp","naciodsp","extranjsp","lnacsp","cod_lnacsp","resIBsp","estudiossp","actividadsp","ingresos_1asp","ingresos_1bsp","ingresos_1csp","ingresos_1dsp","ingresos_1esp","ingresos_1fsp","ingresos_2asp","ingresos_2bsp","ingresos_2csp","ingresos_2dsp","ingresos_2esp","ingresos_2fsp","factor_h"
"105_04017","105040171","10504017101","1","1","040705","2",1,"1",1,"01","03","3",4,80,"6","6","6","6","6","6","6","1","03","1","1","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","2",1800,"6","6","6","1","6","1","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",42,"1","1","-1","1","-1","-1","03","1","6","1","6","6","6","6","-1","4","-1","-1","-1","-1",11.3
"105_04019","105040191","10504019101","1","1","040705","2",2,"2",2,"06","04","3",6,70,"6","6","6","1","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",40,"2","1","-1","1","-1","-1","05","2","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",11.3
"105_04020","105040201","10504020101","1","1","040705","2",3,"3",3,"05","-8","3",6,190,"6","6","6","6","6","6","6","3","02","1","1","6","6","6","6","1","1","-1","0","2","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","1","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",50,"2","1","-1","1","-1","-1","03","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",11.3
"105_04021","105040211","10504021101","1","1","040705","2",1,"1",1,"02","03","3",5,70,"6","6","6","6","6","6","6","2","-1","1","6","6","6","6","1","6","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",1200,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",73,"5","3","501","3","501","10","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",274.57837502
"105_04025","105040251","10504025102","1","1","040705","2",2,"2",2,"06","-8","3",5,70,"6","6","1","1","6","6","1","4","-8","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",49,"2","1","-1","2","14","15","03","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",11.3
"105_04030","1050403011","105040301102","1","1","040705","2",4,"4",2,"04","05","2",3,80,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",45,"2","1","-1","2","15","7","05","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",196.50544874
"105_04034","1050403411","105040341101","1","1","040705","2",2,"2",2,"99","-8","2",2,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","6","6","1","6","6","4",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",26,"1","3","345","3","345","3","02","1","1","6","6","6","6","6","-8","-1","-1","-1","-1","-1",240.5173166
"105_04036","1050403611","105040361101","1","1","040705","2",2,"2",2,"99","04","2",5,120,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","6","6","6","1","6","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",66,"1","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",29.440118851
"105_04038","1050403811","105040381101","1","1","040705","2",2,"2",2,"07","-8","2",4,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","4","-1","-1","-1","6","6","6","6","6","6","1","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",66,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",26.890591375
"105_04103","105041031","10504103101","1","1","040705","1",2,"2",2,"07","04","1",4,70,"6","6","6","6","6","6","6","1","-8","1","1","6","6","6","6","1","6","3","-1","-1","-1","6","6","1","6","6","6","6","5",500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","1","-8","6","-1","1",76,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",15.993949044
"105_04104","105041041","10504104101","1","1","040705","1",2,"2",2,"06","06","2",7,170,"6","6","6","1","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",600,"6","6","6","6","6","1","6","1","6","6","1","6","6","6","4","-1","-1","-1","6","-1","6","-1","1",60,"2","1","-1","1","-1","-1","02","1","6","1","1","6","6","6","-1","4","2","-1","-1","-1",32.432692598
"105_04107","105041071","10504107101","1","1","040705","1",2,"2",2,"06","04","2",4,120,"1","6","1","6","6","6","6","2","-1","1","6","6","1","6","6","1","6","3","-1","-1","-1","6","6","1","6","6","1","6","3",1000,"6","6","6","6","6","1","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",63,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",32.432692598
"105_04108","105041081","10504108101","1","1","040705","1",4,"4",4,"05","03","2",5,85,"6","6","1","6","6","6","6","3","01","1","1","1","6","6","6","1","1","-1","2","0","0","1","-1","-1","-1","-1","-1","-1","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",47,"2","1","-1","1","-1","-1","09","9","9","9","9","9","9","9","9","9","9","9","9","9",10.307017544
"105_04110","105041101","10504110101","1","1","040705","1",2,"2",2,"07","04","1",5,50,"6","6","1","6","6","6","6","4","01","1","6","6","1","6","6","1","6","3","-1","-1","-1","6","6","1","6","6","6","6","1",1400,"1","6","6","1","6","1","1","1","1","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",79,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",15.993949044
"105_04111","105041111","10504111101","1","1","040705","1",1,"1",1,"01","-8","1",2,70,"6","6","6","6","6","6","6","2","-1","1","1","1","6","1","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","5",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",50,"1","3","126","3","126","5","05","3","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",280.15782016
"105_04112","105041121","10504112101","1","1","040705","1",4,"4",4,"05","05","2",5,150,"6","6","6","6","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",2200,"6","6","6","6","6","6","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",49,"2","1","-1","1","-1","-1","03","1","6","1","6","6","6","6","-1","4","-1","-1","-1","-1",132.49538711
"105_04114","1050411411","105041141101","1","1","040705","1",3,"3",3,"05","05","2",6,200,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2000,"1","6","6","6","6","6","1","1","6","1","1","6","6","6","2","-1","-1","-1","6","-1","6","-1","2",59,"2","1","-1","1","-1","-1","03","2","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",206.86882954
"105_04115","105041151","10504115101","1","1","040705","1",1,"1",1,"02","02","2",6,120,"1","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","1","2","6","-1","2",83,"3","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",107.55251612
"105_04116","105041161","10504116102","1","1","040705","1",2,"2",2,"06","04","3",6,100,"6","6","6","6","6","6","6","1","02","1","1","6","6","6","6","6","6","3","-1","-1","-1","6","6","6","6","6","1","6","4",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",44,"1","1","-1","2","8","3","03","2","6","6","6","6","1","6","-1","-1","-1","-1","3","-1",10.307017544
"105_04117","1050411711","105041171101","1","1","040705","1",2,"2",2,"06","06","2",6,130,"6","6","1","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","4",2500,"6","6","6","6","6","6","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",32,"2","1","-1","1","-1","-1","07","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",87.202051057
"105_04119","105041191","10504119101","1","1","040705","1",3,"3",2,"03","05","1",2,70,"6","6","6","6","6","6","6","1","01","1","1","6","6","6","6","6","1","-1","0","1","0","6","6","1","1","6","6","6","1",3000,"1","6","6","6","6","1","6","1","1","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",49,"5","1","-1","2","15","32","02","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",366.83662302
"105_04120","105041201","10504120101","1","1","040705","1",3,"3",2,"03","04","1",5,200,"6","6","6","6","6","6","6","1","03","1","6","6","1","6","6","6","6","4","-1","-1","-1","6","1","6","6","6","6","6","4",3000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",38,"2","1","-1","1","-1","-1","04","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",67.986749067
"105_04122","105041221","10504122101","1","1","040705","1",1,"1",1,"01","04","2",2,70,"6","6","6","6","6","6","6","5","01","1","6","6","1","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",1800,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",35,"5","1","-1","1","-1","-1","04","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",47.679391424
"105_04124","105041241","10504124101","1","1","040705","1",2,"2",2,"07","03","2",6,120,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","4","-1","-1","-1","6","6","1","6","6","6","6","4",1500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",76,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",15.993949044
"105_04125","105041251","10504125101","1","1","040705","1",2,"2",2,"07","05","3",4,90,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","6","6","3","-1","-1","-1","6","6","1","6","6","6","6","2",2000,"6","6","6","6","6","6","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",77,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",15.993949044
"105_04126","105041261","10504126101","1","1","040705","1",3,"3",2,"03","04","2",9,150,"6","6","1","6","6","6","6","1","03","1","1","6","1","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","2",2500,"6","6","6","1","6","6","1","1","1","1","6","1","6","6","-1","5","-1","-1","6","-1","6","-1","1",44,"2","1","-1","1","-1","-1","03","1","6","1","6","6","6","6","-1","4","-1","-1","-1","-1",10.307017544
"105_04132","1050413291","105041329101","1","1","040705","1",2,"2",2,"07","04","3",4,80,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","6","6","6","1","6","4",1500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",70,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",13.668460157
"105_04133","1050413391","105041339101","1","1","040705","1",4,"4",4,"05","05","2",4,120,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","0","0","6","6","6","6","1","6","6","4",2500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",65,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",457.33538734
"105_04203","105042031","10504203101","1","1","040705","1",2,"2",2,"06","05","2",4,90,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",60,"2","1","-1","2","15","48","04","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",32.432692598
"105_04208","105042081","10504208101","1","1","040705","1",1,"1",1,"01","04","1",6,170,"6","6","6","6","6","6","6","1","04","1","1","6","6","1","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","5",3000,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",37,"1","1","-1","1","-1","-1","08","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",47.679391424
"105_04210","1050421091","105042109101","1","1","040705","1",2,"2",2,"07","02","2",3,90,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","6","6","6","6","1","6","3",1200,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",77,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",15.993949044
"105_04216","105042161","10504216103","1","1","040705","1",4,"4",4,"05","06","2",7,130,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","2",3000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",59,"2","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",187.72771548
"105_04219","105042191","10504219101","1","1","040705","1",2,"2",2,"06","02","2",5,90,"6","6","1","6","6","6","6","3","02","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","2",2000,"6","6","6","1","6","1","1","1","1","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",60,"2","1","-1","1","-1","-1","03","1","6","1","6","6","6","6","-1","3","-1","-1","-1","-1",24.527592661
"105_04223","105042231","10504223101","1","1","040705","1",2,"2",2,"07","04","2",4,120,"6","6","6","1","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","6","6","6","1","6","3",1200,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",68,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",13.668460157
"105_04225","1050422511","105042251101","1","1","040705","1",1,"1",1,"01","-8","1",4,60,"1","6","1","6","6","6","6","3","03","1","6","6","6","1","6","6","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",1500,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",35,"1","1","-1","3","126","1","04","2","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",47.679391424
"105_04229","105042291","10504229101","1","1","040705","1",3,"3",3,"05","06","2",5,120,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","4",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",62,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",10.307017544
"105_04233","1050423391","105042339101","1","1","040705","1",2,"2",2,"07","04","2",2,90,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","6","6","6","1","6","4",1500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",84,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",185.6174579
"105_04238","105042381","10504238101","1","1","040705","1",2,"2",2,"06","04","1",5,85,"6","1","6","6","6","6","6","3","02","1","1","6","6","6","6","1","1","-1","0","2","1","1","-1","-1","-1","-1","-1","-1","5",3000,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",35,"1","1","-1","2","7","6","05","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",154.11358051
"105_04302","105043021","10504302101","1","1","040705","1",3,"3",3,"05","04","3",5,100,"6","6","1","6","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","1","2","0","1","-1","-1","-1","-1","-1","-1","5",2000,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","1","-8","2",53,"2","1","-1","1","-1","-1","07","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",273.78035899
"105_04305","105043051","10504305101","1","1","040705","1",2,"2",2,"07","03","1",10,180,"6","6","1","6","6","6","6","1","04","1","1","1","6","1","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",3000,"6","6","6","6","6","6","6","1","6","6","1","6","6","6","2","-1","-1","-1","6","-1","6","-1","2",70,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","2","-1","-1","-1",26.853081548
"105_04306","105043061","10504306101","1","1","040705","1",3,"3",2,"03","04","2",5,118,"6","6","6","6","6","6","6","1","02","1","1","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","5",1500,"6","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",43,"5","1","-1","1","-1","-1","05","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",98.260167268
"105_04310","105043101","10504310101","1","1","040705","1",1,"1",1,"01","02","3",4,70,"6","6","1","1","6","6","6","2","-1","1","1","1","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","5",800,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",29,"1","1","-1","3","120","18","04","3","6","6","6","6","6","6","-1","-1","-1","-1","-1","-1",10.307017544
"105_04311","105043111","10504311101","1","1","040705","1",2,"2",2,"99","04","2",6,90,"6","6","1","6","6","1","6","2","-1","1","1","6","6","6","6","1","6","4","-1","-1","-1","6","6","1","6","6","6","6","5",2000,"6","6","6","6","6","6","6","6","6","6","1","6","1","6","2","-1","-8","-1","6","-1","6","-1","1",65,"1","1","-1","1","-1","-1","07","3","6","6","1","6","6","6","-1","-1","5","-1","-1","-1",26.853081548
"105_04312","105043121","10504312101","1","1","040705","1",2,"2",2,"07","02","2",5,150,"1","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","3","-1","-1","-1","6","6","6","6","6","1","6","5",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",77,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","2","-1","-1","-1",15.993949044
"105_04318","105043181","10504318101","1","1","040705","1",1,"1",1,"02","01","2",5,90,"1","1","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","3","-1","-1","-1","6","6","6","6","6","1","6","2",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",79,"3","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","2","-1","-1","-1",107.55251612
"105_04321","1050432111","105043211101","1","1","040705","1",3,"3",2,"03","05","1",4,89,"6","6","1","6","6","6","6","1","03","1","1","1","6","1","6","1","1","-1","0","2","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","1","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",26,"1","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","3","-1","-1","-1","-1","-1",447.97663566
